Provider Org Name,rate_18_plus,rate_52_plus,rate_78_plus,Total
BOSTON WEST HOSPITAL,0.3326993399369786,0.008457859324010964,0.0,231.33333333333334
ONE HATFIELD HOSPITAL,0.28901270340887475,0.008456798427155424,0.0,124.9
SPIRE CAMBRIDGE LEA HOSPITAL,0.3610760396104919,0.008453481578496578,0.0,39.46666666666667
THE YORKSHIRE CLINIC,0.2260554808993277,0.008429685905374972,0.0,191.55913978494624
SPIRE REGENCY HOSPITAL,0.1468637478674493,0.008373640190956362,0.001768891997731332,116.32558139534883
SPAMEDICA ROMFORD,0.062970440543079,0.008333333333333333,0.0,93.41666666666667
TETBURY HOSPITAL TRUST LTD,0.18926470553767777,0.008217549500349731,0.0,49.91891891891892
PRACTICE PLUS GROUP SURGICAL CENTRE - DEVIZES,0.28142078746104415,0.00805939456453683,0.0,231.62790697674419
THE ONE HEALTH GROUP PLC,0.3526808931248177,0.007999803207515293,0.0010199258632293561,78.23737373737374
BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,0.36898120575530174,0.007679462660190221,0.0,524.6964285714286
NEWMEDICA - BERKSHIRE,0.23632148538865816,0.0076368933117682124,9.836710603974032e-05,103.04347826086956
BENENDEN HOSPITAL,0.25097585017364177,0.00740768476245868,0.0,94.24444444444444
